interview_id,species,life_stage,fin_mark,fate,event_date,water_body,fishing_duration_minutes,angler_count,year,month,week,angler_minutes,fish_count,management_week
6C6064AC-9963-47C1-9EC8-A76F705A525E,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
6C6064AC-9963-47C1-9EC8-A76F705A525E,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
6C6064AC-9963-47C1-9EC8-A76F705A525E,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
A1357332-3A76-4E78-A0A3-6AB063B660F9,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,260,3,2021,9,NA,780,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
CEB7EBE5-F975-4E4F-8ECD-E655CC9B5985,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,180,5,2021,9,NA,900,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
AF6044F1-443C-4CB7-BF1E-89DC7D31D45E,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,81,2,2021,9,NA,162,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
389FCD2B-959B-4A8A-AAAD-5EDF00C36C0D,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,100,1,2021,9,NA,100,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
92499E24-0B5D-465F-BB8A-D0B087DD7224,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,173,2,2021,9,NA,346,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
12420BA3-FFE6-441D-BB5E-482D95F017CA,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,95,1,2021,9,NA,95,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
7EE7E1E3-E7A0-40C6-80EA-1926D70EAF01,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,92,2,2021,9,NA,184,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
776C5727-E5F0-4CAE-B038-F87224CA2FEE,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
92DCBDDE-EA6C-430C-8F92-1A080E762634,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
C8CDCAC1-D89F-4D9A-8A21-CDF2DDCDC63A,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,290,1,2021,9,NA,290,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
743D624C-3C56-4930-AAE3-816259699197,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,NA,1,2021,9,NA,NA,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,246,1,2021,9,NA,246,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
A333DF09-9E7A-49F8-ACD0-992C27EBC297,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,180,2,2021,9,NA,360,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Adult,UM,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Jack,AD,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Jack,AD,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Jack,UM,Kept,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
F661388D-5735-4AD9-B7DA-F44B1251FB32,Chinook,Jack,UM,Released,2021-09-07,Nisqually River,NA,2,2021,9,NA,NA,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
C45D7281-B21C-45F4-A7E4-DC145DBCCC75,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,18,1,2021,9,NA,18,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
00B6804F-90AE-4D31-9265-B54559640DFE,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,260,1,2021,9,NA,260,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
9B879AF4-01DD-455E-A631-0CFA7E27B64A,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,306,3,2021,9,NA,918,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
BF12C97D-177D-4F16-8C0F-ECAD4570734B,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,251,4,2021,9,NA,1004,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
041FB466-614F-4572-894A-BDD4AA228E00,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,320,2,2021,9,NA,640,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
2F20946A-A6F4-4964-924E-DBBB23B67308,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,35,2,2021,9,NA,70,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
47C95157-1182-49AC-9CEA-4EC6D38C4955,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,64,2,2021,9,NA,128,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
5461B078-B310-40DB-8A07-775D7D057DFF,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,118,1,2021,9,NA,118,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Jack,UM,Kept,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
3006280A-DDB8-4168-8969-9BDBFCCB67F8,Chinook,Jack,UM,Released,2021-09-08,Nisqually River,295,4,2021,9,NA,1180,0,37
E101719A-FB27-4009-9A1F-7FECBFA398FC,Chinook,Adult,AD,Kept,2021-09-08,Nisqually River,15,2,2021,9,NA,30,0,37
E101719A-FB27-4009-9A1F-7FECBFA398FC,Chinook,Adult,AD,Released,2021-09-08,Nisqually River,15,2,2021,9,NA,30,0,37
E101719A-FB27-4009-9A1F-7FECBFA398FC,Chinook,Adult,UM,Kept,2021-09-08,Nisqually River,15,2,2021,9,NA,30,0,37
E101719A-FB27-4009-9A1F-7FECBFA398FC,Chinook,Adult,UM,Released,2021-09-08,Nisqually River,15,2,2021,9,NA,30,0,37
E101719A-FB27-4009-9A1F-7FECBFA398FC,Chinook,Jack,AD,Kept,2021-09-08,Nisqually River,15,2,2021,9,NA,30,0,37
E101719A-FB27-4009-9A1F-7FECBFA398FC,Chinook,Jack,AD,Released,2021-09-08,Nisqually River,15,2,2021,9,NA,30,0,37
