interview_id,event_date,year,month,fishing_duration_minutes,angler_count,angler_minutes,trip_status,boat_used,trip_guided,boat_type,fishing_start_time,fishing_end_time,um_adult,ad_adult,released_adult,kept_adult,um_jack,ad_jack,released_jack,kept_jack,um_total,ad_total,released_total,kept_total,had.ad,had.um,had.release,had.kept
2072058F-4C36-4526-BEE1-F9C3B22B306F,2022-09-08,2022,9,278,2,556,Complete,No,NA,NA,06:00:00,10:38:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2079A9B6-7031-4C0D-92CC-F24D4BEA8AB6,2021-09-08,2021,9,100,1,100,Complete,No,NA,NA,05:40:00,07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
207D7102-BADA-437D-A0E3-3D5B83A77615,2022-09-20,2022,9,372,1,372,Complete,No,NA,NA,09:30:00,15:42:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2092AA40-52D0-4F69-8FD9-4F4BF91703A9,2021-09-01,2021,9,240,2,480,Complete,No,NA,NA,08:30:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
209E7CDA-F082-4418-848B-7382952D0E47,2022-08-18,2022,8,169,2,338,Complete,No,NA,NA,05:30:00,08:19:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
20A47140-DBFD-4A66-B8BC-5246C1AD6BDD,2021-09-20,2021,9,265,1,265,Complete,No,NA,NA,12:30:00,16:55:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
20CBC61A-4D78-47AC-BF24-379A2D20EAC8,2021-08-14,2021,8,135,1,135,Complete,No,NA,NA,05:45:00,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
20CE3F4D-0EDE-441A-92FF-C7D8FCF08FB1,2022-09-08,2022,9,343,1,343,Complete,No,NA,NA,07:30:00,13:13:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
20D09D07-41C1-4FD8-86CC-C8269659B73A,2022-10-07,2022,10,178,1,178,Complete,No,NA,NA,06:40:00,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
20D761B0-C205-4D3C-88E0-DD2B0E880DEB,2021-09-20,2021,9,210,1,210,Complete,No,NA,NA,07:00:00,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2102B63A-72F4-4716-BAD6-9038DDC8CB66,2022-08-20,2022,8,130,5,650,Complete,No,NA,NA,09:00:00,11:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
211C8679-D1F1-4F4F-93AC-4507F7B03F87,2021-09-24,2021,9,180,1,180,Complete,No,NA,NA,06:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21210495-AF67-42A9-AA83-5C97D747903F,2023-09-16,2023,9,279,1,279,Complete,No,NA,NA,15:00:00,19:39:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
212AA044-CAE8-4E19-8A2D-BF62949E6C16,2022-10-05,2022,10,114,1,114,Complete,No,NA,NA,13:15:00,15:09:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
212C816A-FA6C-4800-8206-EB8945C848D2,2022-10-18,2022,10,155,1,155,Complete,No,NA,NA,07:00:00,09:35:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2132E5F4-3813-4482-B3D3-4B7CFB750DB1,2021-10-19,2021,10,90,1,90,Complete,No,NA,NA,08:00:00,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
213DDF7D-E02F-4F7C-907A-4B2D6F032C1D,2023-09-30,2023,9,327,1,327,Complete,No,NA,NA,06:00:00,11:27:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21625FDC-41A9-4E7A-9833-30F4DD18A99B,2021-09-08,2021,9,130,1,130,Complete,No,NA,NA,06:00:00,08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21635E30-F60B-4E5A-8F6D-95A4DF03EDFC,2023-09-01,2023,9,74,1,74,Complete,No,NA,NA,09:00:00,10:14:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2164F58B-253C-4D09-B729-40CCE3365867,2023-09-01,2023,9,215,2,430,Complete,No,NA,NA,11:00:00,14:35:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21795A7B-9AFC-4EAA-85AD-25D3DE6689AE,2022-08-26,2022,8,125,1,125,Complete,No,NA,NA,05:22:00,07:27:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
217B7C44-4226-40B8-BCB0-34F98A99085C,2022-08-10,2022,8,233,1,233,Complete,No,NA,NA,17:00:00,20:53:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21802579-BF41-43D4-88D5-E04B601843D1,2022-08-18,2022,8,288,1,288,Complete,No,NA,NA,07:00:00,11:48:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2190F7C7-D324-465A-9EC5-D8D1F88399A3,2023-09-28,2023,9,78,1,78,Complete,No,NA,NA,06:00:00,07:18:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
219A962C-69E0-4609-89B9-E1D2D891164B,2021-08-14,2021,8,205,2,410,Complete,No,NA,NA,08:00:00,11:25:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21A05D6C-16A3-4ADF-986B-80EDE6731EEC,2021-08-08,2021,8,195,1,195,Complete,No,NA,NA,09:00:00,12:15:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21BD4777-884A-457E-8CA1-8C05F3581D40,2023-08-10,2023,8,120,1,120,Complete,No,NA,NA,18:52:00,20:52:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21C0A082-4BEB-443D-A96A-4333D6EFF3E6,2021-09-03,2021,9,NA,1,NA,Incomplete,No,NA,NA,12:15:00,NA,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21C9B49C-CE90-44E9-9A87-CE932EB17ACF,2023-09-23,2023,9,281,2,562,Complete,No,NA,NA,11:00:00,15:41:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21D27299-F400-4E02-BFBC-6F02FE541774,2022-10-08,2022,10,191,1,191,Complete,No,NA,NA,06:30:00,09:41:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21F00DA6-0455-452D-ABFF-FA9E00D1DC75,2021-08-28,2021,8,340,2,680,Complete,No,NA,NA,12:00:00,17:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21F00FAD-9F3C-4A46-B759-BA28BA1A1344,2021-08-20,2021,8,NA,1,NA,Incomplete,No,NA,NA,12:00:00,NA,1,1,1,1,0,0,0,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE
21F32EEC-E245-4031-85E4-BB82BCF46825,2023-10-07,2023,10,137,1,137,Complete,No,NA,NA,06:20:00,08:37:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21F5679A-E168-4873-B985-C4D301CBA5B4,2021-09-15,2021,9,120,1,120,Complete,No,NA,NA,10:30:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2202439A-AB5F-4497-8829-B021C8E200CF,2021-08-11,2021,8,180,1,180,Complete,No,NA,NA,15:00:00,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
220F7617-721E-4094-BFB1-395C3CB063E6,2023-07-29,2023,7,91,1,91,Complete,No,NA,NA,18:30:00,20:01:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22161B81-50DF-4808-826C-BD9516C2DBA7,2023-09-08,2023,9,486,1,486,Complete,No,NA,NA,05:45:00,13:51:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22194028-625F-49C3-918F-333CCEE76AE1,2023-09-01,2023,9,182,1,182,Complete,No,NA,NA,06:30:00,09:32:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22228B34-EF80-46BF-BAD7-48C0860F75CE,2022-08-12,2022,8,140,1,140,Complete,No,NA,NA,14:30:00,16:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
222ED379-7084-4FA1-8D0D-B531812FCFD2,2021-10-14,2021,10,60,1,60,Complete,No,NA,NA,09:00:00,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2232D129-242F-4CEA-929C-5C3C6F927A73,2021-09-01,2021,9,415,1,415,Complete,No,NA,NA,05:30:00,12:25:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2238F610-B1EB-4CD1-BDBC-EA9AC29436F7,2022-10-27,2022,10,187,1,187,Complete,No,NA,NA,08:00:00,11:07:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
223F519B-A121-40F4-B7CF-65E6DC8C7A43,2021-08-26,2021,8,430,1,430,Complete,No,NA,NA,11:00:00,18:10:00,0,0,0,0,0,4,0,4,0,4,0,4,TRUE,FALSE,FALSE,TRUE
22429723-D7A8-405F-AEC1-6105691C4083,2022-08-17,2022,8,39,1,39,Complete,No,NA,NA,06:15:00,06:54:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2242AB78-C363-4BCE-8251-A4950B43DA88,2021-10-16,2021,10,120,1,120,Complete,No,NA,NA,07:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22498302-B51D-4ACB-822D-1F5956DFBC06,2021-08-11,2021,8,90,1,90,Complete,No,NA,NA,16:30:00,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
224AB03B-1CB1-42AA-B44C-2C80C09B3D60,2021-08-12,2021,8,50,1,50,Complete,No,NA,NA,13:30:00,14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2250A3F3-4421-4CD8-BFED-965DDA886B66,2021-08-06,2021,8,170,1,170,Complete,No,NA,NA,07:00:00,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
225A6867-AB5D-48B7-8CE7-85DE6C04A3C3,2023-09-09,2023,9,122,2,244,Complete,No,NA,NA,10:22:00,12:24:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2261B428-9177-4B42-BB71-58C18528D70B,2023-09-14,2023,9,79,1,79,Complete,No,NA,NA,18:00:00,19:19:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22674522-694B-4AC4-A170-700685508CBE,2023-08-12,2023,8,242,1,242,Complete,No,NA,NA,06:30:00,10:32:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
226A350E-1668-42AF-83D1-56117C812AD5,2023-09-22,2023,9,180,3,540,Complete,No,NA,NA,09:00:00,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
227C576B-F05F-4EAC-B8EF-4CB23244DB88,2021-09-23,2021,9,424,3,1272,Complete,No,NA,NA,07:30:00,14:34:00,0,4,0,4,0,0,0,0,0,4,0,4,TRUE,FALSE,FALSE,TRUE
227DBB0B-CB4A-4847-AAC1-A65866922602,2022-09-08,2022,9,283,1,283,Complete,No,NA,NA,07:00:00,11:43:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22814BF1-8589-496A-B4DE-76F1F5399C1A,2022-10-05,2022,10,187,1,187,Complete,No,NA,NA,06:30:00,09:37:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22876801-BB28-433B-8685-DEA30F18AA89,2022-08-13,2022,8,213,1,213,Complete,No,NA,NA,16:00:00,19:33:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22951DD9-D98A-43EC-A0FF-3E92FB809BF0,2021-09-08,2021,9,110,1,110,Complete,No,NA,NA,17:00:00,18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22A80C9D-6196-461C-90CB-276FCC22C0D6,2022-10-01,2022,10,208,1,208,Complete,No,NA,NA,10:30:00,13:58:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22AB07FD-9E2B-47E8-A515-3BFA33FE039E,2023-09-21,2023,9,60,1,60,Complete,No,NA,NA,11:04:00,12:04:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22B66C9F-1420-4C15-B7B7-A8845FDBC2DC,2023-08-11,2023,8,115,2,230,Complete,No,NA,NA,07:00:00,08:55:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22B67038-689C-4440-95AB-07C79F685624,2021-09-14,2021,9,170,1,170,Complete,No,NA,NA,06:30:00,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22B6ED25-1882-4228-A990-6FAB1D50CA82,2021-09-14,2021,9,115,1,115,Complete,No,NA,NA,06:30:00,08:25:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22CBA860-7101-4A5A-9F8B-DB9B880AD188,2022-08-19,2022,8,116,1,116,Complete,No,NA,NA,12:00:00,13:56:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22E661C4-EF0D-4359-8874-09923A08EB18,2022-09-23,2022,9,121,1,121,Complete,No,NA,NA,15:00:00,17:01:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
22FB1D36-617C-4D0A-9AB2-62F98D16825D,2023-09-21,2023,9,300,1,300,Complete,No,NA,NA,06:07:00,11:07:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23038FA0-B08E-4AEA-A497-1B5D4413D4CE,2022-08-25,2022,8,284,1,284,Complete,No,NA,NA,11:30:00,16:14:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2307D1DF-530C-4EB1-A344-D2B6CE7BEE30,2021-08-25,2021,8,210,1,210,Complete,No,NA,NA,08:00:00,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2307FCEF-7E4A-466D-8BE1-9588C2422861,2021-08-17,2021,8,185,1,185,Complete,No,NA,NA,14:15:00,17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2313E26B-B0C3-4545-AE64-838F3A09D396,2022-08-12,2022,8,66,1,66,Complete,No,NA,NA,19:00:00,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
231A95E3-CA6B-4E72-B8DB-6D64E12D66A7,2022-10-12,2022,10,187,2,374,Complete,Yes,NA,Trailered Motorized Boat,14:30:00,17:37:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
231BECAC-A924-4AC2-B1D8-3A60D31E099D,2021-08-27,2021,8,60,2,120,Complete,No,NA,NA,06:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
231E7878-6C99-42D5-91CD-D9C3D3105366,2021-09-26,2021,9,460,1,460,Complete,No,NA,NA,06:00:00,13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
232057FA-3B08-43F6-A720-57EEB8FC34B6,2023-09-21,2023,9,107,2,214,Complete,No,NA,NA,17:30:00,19:17:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2320A3DC-58A2-4F17-99E2-4EEB773413D3,2021-09-19,2021,9,260,1,260,Complete,No,NA,NA,09:30:00,13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2323B17C-E479-4CD8-983F-45964B12BDDE,2023-07-29,2023,7,114,2,228,Complete,No,NA,NA,11:30:00,13:24:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
232E6DBF-6576-4D29-9185-34472CB9D7A8,2022-09-20,2022,9,255,1,255,Complete,No,NA,NA,08:10:00,12:25:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2332D4C5-C5A6-4B6C-A523-85AB6B6BCE92,2021-09-08,2021,9,285,1,285,Complete,No,NA,NA,06:30:00,11:15:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
233777E2-D953-4752-B314-8CE6F273D593,2021-09-18,2021,9,210,1,210,Complete,No,NA,NA,06:00:00,09:30:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
233A2C93-16A0-45E9-B0A2-AE1421C32558,2021-08-21,2021,8,60,1,60,Complete,No,NA,NA,17:30:00,18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
233D7043-114B-4231-ADB2-D0A0AA470693,2023-08-23,2023,8,302,1,302,Complete,No,NA,NA,07:00:00,12:02:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23459DD4-1CAE-43ED-9D0A-4CF21F20D864,2021-08-14,2021,8,275,1,275,Complete,No,NA,NA,06:30:00,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
236011BE-5744-4A30-A1FE-212A1EA6A1DF,2022-10-20,2022,10,359,3,1077,Complete,Yes,NA,Drift Boat/ Raft,10:00:00,15:59:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
238B69E9-3F09-442D-9A8A-314069597583,2022-08-27,2022,8,60,1,60,Complete,No,NA,NA,12:35:00,13:35:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
239D2A30-9C94-4F4B-BB3F-A88FE576C8C2,2022-09-28,2022,9,49,3,147,Complete,No,NA,NA,11:00:00,11:49:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23A571E3-56C2-4C72-9E69-BC03203D0448,2023-08-30,2023,8,22,1,22,Complete,No,NA,NA,15:35:00,15:57:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23B175F6-886D-4C68-94FA-42AA6657F51E,2022-07-01,2022,7,300,2,600,Complete,No,NA,NA,12:30:00,17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23C50D67-3B12-4852-8605-F90DB7EC74CF,2023-10-12,2023,10,121,1,121,Complete,No,NA,NA,07:30:00,09:31:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23C56C14-9D55-4319-A973-BC747F64BAB3,2021-08-26,2021,8,115,1,115,Complete,No,NA,NA,06:15:00,08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23C7E898-2174-419A-8B7D-583F4C07FB07,2021-09-24,2021,9,375,1,375,Complete,No,NA,NA,06:00:00,12:15:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23CE32B8-CE5D-494C-A802-7A67A58903E8,2022-10-14,2022,10,240,4,960,Complete,No,NA,NA,08:08:00,12:08:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23D241DF-5AE0-4519-8364-31A7FA73407E,2021-09-08,2021,9,310,2,620,Complete,No,NA,NA,06:00:00,11:10:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
23DFC3B6-1035-4C09-A7F9-64E523215E37,2022-09-02,2022,9,172,1,172,Complete,No,NA,NA,12:15:00,15:07:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23E05A72-38B6-4026-AB1F-259C4C49549C,2021-09-07,2021,9,35,1,35,Complete,No,NA,NA,12:00:00,12:35:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23EC0A50-2D58-42E5-B05B-BA6D51C814DB,2021-09-08,2021,9,490,1,490,Complete,No,NA,NA,06:00:00,14:10:00,0,2,0,2,0,0,0,0,0,2,0,2,TRUE,FALSE,FALSE,TRUE
23F4E338-4655-4529-9A58-5F33BA043A76,2021-08-27,2021,8,310,1,310,Complete,No,NA,NA,05:30:00,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23F72FD2-9FF1-4B2A-B55C-E1665A33DA81,2023-08-23,2023,8,253,2,506,Complete,No,NA,NA,07:30:00,11:43:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
23FEA58B-3529-4616-820B-A01E179D7103,2022-08-20,2022,8,140,2,280,Complete,No,NA,NA,15:00:00,17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2408686C-C40A-42F9-8362-B7379E053D5B,2022-09-14,2022,9,514,3,1542,Complete,Yes,NA,Trailered Motorized Boat,05:45:00,14:19:00,0,2,2,0,0,1,1,0,0,3,3,0,TRUE,FALSE,TRUE,FALSE
2408713D-E241-4FF8-B98F-E1225F69D48C,2021-10-08,2021,10,60,1,60,Complete,No,NA,NA,13:40:00,14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2412B555-5846-4CAB-AD4C-8C7794CE41FD,2021-09-01,2021,9,140,1,140,Complete,No,NA,NA,05:30:00,07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
241BA2BC-1BBD-4968-B452-FC05572C9F1A,2021-10-07,2021,10,165,1,165,Complete,No,NA,NA,14:00:00,16:45:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
242229E2-5726-43DF-BF2F-07930E00ACBC,2021-09-15,2021,9,135,1,135,Complete,No,NA,NA,08:30:00,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24229E2A-559A-4357-B9CC-0863BDD19A59,2023-09-12,2023,9,406,1,406,Complete,No,NA,NA,07:00:00,13:46:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
242755D1-758B-4F08-9BA8-AAB5A710235B,2022-09-08,2022,9,313,1,313,Complete,No,NA,NA,06:00:00,11:13:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
2437FBD9-F106-4038-A586-D19910CD1C30,2023-09-30,2023,9,159,1,159,Complete,No,NA,NA,14:09:00,16:48:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24386269-AE82-4288-ADBE-9F1D18FDD558,2023-10-05,2023,10,84,1,84,Complete,No,NA,NA,14:45:00,16:09:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2447E98C-5A88-4680-8E90-66EDE0104CF2,2023-09-07,2023,9,180,2,360,Complete,No,NA,NA,17:10:00,20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
244AF37D-8AD2-465E-BD51-AF418A2B5DF0,2023-08-24,2023,8,239,1,239,Complete,No,NA,NA,05:30:00,09:29:00,0,0,0,0,0,1,0,1,0,1,0,1,TRUE,FALSE,FALSE,TRUE
24569BAF-0319-4B27-A740-5C954CC26107,2021-08-17,2021,8,135,1,135,Complete,No,NA,NA,11:00:00,13:15:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24654B85-07D9-4455-A613-6785434120D2,2021-08-14,2021,8,160,1,160,Complete,No,NA,NA,07:30:00,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24754251-DEF0-4956-A5CB-E2AA083F7DCB,2021-09-18,2021,9,95,1,95,Complete,No,NA,NA,08:15:00,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
2488440B-EA21-43BB-9FA5-E9B706BAC5D0,2023-08-26,2023,8,350,4,1400,Complete,Yes,NA,Trailered Motorized Boat,06:00:00,11:50:00,0,1,0,1,0,1,0,1,0,2,0,2,TRUE,FALSE,FALSE,TRUE
248886E7-E993-46D9-BBDC-4B394623AF16,2023-09-12,2023,9,120,1,120,Complete,No,NA,NA,13:24:00,15:24:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
248A4084-CE32-4D6C-A52D-F828F56783E8,2023-08-19,2023,8,180,1,180,Complete,No,NA,NA,15:55:00,18:55:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
248E4FF4-36BF-470E-8D5B-2A40B5198C01,2023-09-02,2023,9,286,3,858,Complete,No,NA,NA,05:30:00,10:16:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
24925434-2CAB-4C59-8943-5D57F5DBEF7E,2022-09-23,2022,9,185,1,185,Complete,No,NA,NA,05:59:00,09:04:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24933781-ABB7-44B0-BC83-784F42F6B6ED,2021-09-01,2021,9,335,1,335,Complete,No,NA,NA,05:40:00,11:15:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
24986222-32F4-443A-8DE6-2BC9311825EE,2021-08-28,2021,8,145,1,145,Complete,No,NA,NA,15:00:00,17:25:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
249BC842-4972-48EB-9465-9E9B94BEF7AA,2022-10-14,2022,10,200,1,200,Complete,No,NA,NA,14:15:00,17:35:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
249BE948-6CB5-4B6A-870D-B43B259DD156,2023-09-08,2023,9,180,2,360,Complete,No,NA,NA,16:36:00,19:36:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24A252DE-EF40-498C-B234-3E9843D5BA23,2022-08-06,2022,8,121,1,121,Complete,No,NA,NA,05:15:00,07:16:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
24A77D77-3E1B-459E-9FF7-4F06128D1318,2021-09-14,2021,9,230,1,230,Complete,No,NA,NA,08:30:00,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
